,Price,Schoolname,Distance to school,School-grades,Trivsel,Boligtype,Energy-classification,Radon,Kommuneskat,Grundskyldspromillen,Kommune tekst,Liggetid,m2,Ejerudgift,Elevator,Rooms,Build,Toilets,Altan,Terasse,Postal code,link,Grund,Toilet
"Hvedemarken 28,9490",1.995.000 kr.,Skolecenter Jetsmark,"1,48 km",6.6,3.7,Villa,Energimærke D,Mellem,"25,7%","32,85‰.","Der er 38.187 indbyggere i Jammerbugt Kommune. Kommuneskatten er på 25,7% og grundskyldspromillen på 32,85‰.",Til salg i alt: 201 dage,185 m²,Ejerudg.: 3.588 kr/md,,7 værelser,Opført 1976,2 toiletter,,,9490,https://www.boligsiden.dk/addresses/0a3f50c8-db3b-32b8-e044-0003ba298018,Grund: 915 m²,
"Astersvej 7,4200",6.600.000 kr.,Antvorskov Skole,320 m,7,3.7,Villa,Energimærke C,Høj,"25,6%","25,3‰.","Der er 79.691 indbyggere i Slagelse Kommune. Kommuneskatten er på 25,6% og grundskyldspromillen på 25,3‰.",Til salg i alt: 28 dage,194 m²,Ejerudg.: 4.332 kr/md,,5 værelser,Opført 1953,2 toiletter,,,4200,https://www.boligsiden.dk/addresses/0a3f50ae-7d71-32b8-e044-0003ba298018,Grund: 655 m²,
"Råkjærvej 5,7790",1.295.000 kr.,Thyholm Skole,"4,22 km",6.8,3.8,Landejendom,Energimærke E,Høj,"25,3%","22,9‰.","Der er 20.802 indbyggere i Struer Kommune. Kommuneskatten er på 25,3% og grundskyldspromillen på 22,9‰.",Til salg i alt: 28 dage,169 m²,Ejerudg.: 1.664 kr/md,,5 værelser,Opført 1953,1 toilet,,,7790,https://www.boligsiden.dk/addresses/0a3f50bf-04b7-32b8-e044-0003ba298018,Grund: 12542 m²,
"Østre Skovvej 15,9574",895.000 kr.,KILDEN- Børne- og Ungeunivers,681 m,6.5,3.7,Villa,Energimærke D,Meget lav,"25,33%","26,09‰.","Der er 30.646 indbyggere i Rebild Kommune. Kommuneskatten er på 25,33% og grundskyldspromillen på 26,09‰.",Til salg i alt: 28 dage,181 m²,Ejerudg.: 1.955 kr/md,,8 værelser,Opført 1918,1 toilet,,,9574,https://www.boligsiden.dk/addresses/0a3f50c9-5a09-32b8-e044-0003ba298018,Grund: 2822 m²,
"Vittrupvej 21,7900",1.995.000 kr.,Sydmors skole og Børnehus,"4,09 km",5.9,3.9,Villa/Fritidsbolig,Energimærke D,Mellem,"25,8%","24,68‰.","Der er 20.068 indbyggere i Morsø Kommune. Kommuneskatten er på 25,8% og grundskyldspromillen på 24,68‰.",Til salg i alt: 28 dage,328 m²,Ejerudg.: 2.570 kr/md,,10 værelser,Opført 1918,2 toiletter,,,7900,https://www.boligsiden.dk/addresses/0a3f50c5-65cc-32b8-e044-0003ba298018,Grund: 6577 m²,
"Engtoften 1,4900",1.645.000 kr.,Byskolen,608 m,6.1,3.6,Villa,Energimærke C,Mellem,"26,3%","33,09‰.","Der er 40.107 indbyggere i Lolland Kommune. Kommuneskatten er på 26,3% og grundskyldspromillen på 33,09‰.",Til salg i alt: 28 dage,193 m²,Ejerudg.: 1.456 kr/md,,5 værelser,Opført 1974,2 toiletter,,,4900,https://www.boligsiden.dk/addresses/0a3f50b0-031d-32b8-e044-0003ba298018,Grund: 751 m²,
"Dyrehavevej 6,7182",1.198.000 kr.,Firehøjeskolen,155 m,7.4,3.8,Villa,Energimærke C,Mellem,"23,4%","27,75‰.","Der er 119.060 indbyggere i Vejle Kommune. Kommuneskatten er på 23,4% og grundskyldspromillen på 27,75‰.",Til salg i alt: 28 dage,99 m²,Ejerudg.: 1.325 kr/md,,2 værelser,Opført 1984,1 toilet,,,7182,https://www.boligsiden.dk/addresses/0a3f50ba-6baf-32b8-e044-0003ba298018,Grund: 800 m²,
"Nordre Frihavnsgade 79, st. th.,2100",5.198.000 kr.,Skolen på Strandboulevarden,129 m,6.1,3.7,Ejerlejlighed,Energimærke D,Mellem,"23,7%",34‰.,"Der er 644.431 indbyggere i Københavns Kommune. Kommuneskatten er på 23,7% og grundskyldspromillen på 34‰.",Til salg i alt: 28 dage,80 m²,Ejerudg.: 4.502 kr/md,Elevator: Nej,4 værelser,Opført 1895,1 toilet,Altan: Nej,Terrasse: Nej,2100,https://www.boligsiden.dk/addresses/0a3f509f-d35c-32b8-e044-0003ba298018,,
"Hindemaevej 86,5540",13.500.000 kr.,Vibeskolen,"1,43 km",6.5,3.7,Landejendom/Villa,Energimærke C,Høj,"26,3%","27,83‰.","Der er 32.098 indbyggere i Nyborg Kommune. Kommuneskatten er på 26,3% og grundskyldspromillen på 27,83‰.",Til salg i alt: 28 dage,462 m²,Ejerudg.: 9.410 kr/md,,24 værelser,Opført 1780,4 toiletter,,,5540,https://www.boligsiden.dk/addresses/0a3f50b5-f931-32b8-e044-0003ba298018,Grund: 69800 m²,
"Mejlbyvej 16,6660",575.000 kr.,Rødding Skole,"8,29 km",7,3.7,Villa,Energimærke E,Høj,"25,33%","20,36‰.","Der er 42.596 indbyggere i Vejen Kommune. Kommuneskatten er på 25,33% og grundskyldspromillen på 20,36‰.",Til salg i alt: 28 dage,140 m²,Ejerudg.: 1.314 kr/md,,4 værelser,Opført 1857,1 toilet,,,6660,https://www.boligsiden.dk/addresses/0a3f50b7-4664-32b8-e044-0003ba298018,Grund: 2047 m²,
"Lundtoftevej 6,6683",798.000 kr.,Højmarkskolen,"5,03 km",6.4,3.7,Villa,Energimærke F,Lav,"25,33%","20,36‰.","Der er 42.596 indbyggere i Vejen Kommune. Kommuneskatten er på 25,33% og grundskyldspromillen på 20,36‰.",Til salg i alt: 28 dage,124 m²,Ejerudg.: 1.438 kr/md,,5 værelser,Opført 1906,1 toilet,,,6683,https://www.boligsiden.dk/addresses/0a3f50b9-b20f-32b8-e044-0003ba298018,Grund: 3251 m²,
"Timianvej 4,8240",4.695.000 kr.,Strandskolen,151 m,8,3.8,Villa,Energimærke C,Høj,"24,52%","24,58‰.","Der er 355.238 indbyggere i Aarhus Kommune. Kommuneskatten er på 24,52% og grundskyldspromillen på 24,58‰.",Til salg i alt: 28 dage,106 m²,Ejerudg.: 3.226 kr/md,,5 værelser,Opført 1956,1 toilet,,,8240,https://www.boligsiden.dk/addresses/0a3f50c4-7955-32b8-e044-0003ba298018,Grund: 810 m²,
"Helletvej 1A,6630",695.000 kr.,Rødding Skole,"3,7 km",7,3.7,Villa/Landejendom,Energimærke D,Høj,"25,33%","20,36‰.","Der er 42.596 indbyggere i Vejen Kommune. Kommuneskatten er på 25,33% og grundskyldspromillen på 20,36‰.",Til salg i alt: 1057 dage,174 m²,Ejerudg.: 1.342 kr/md,,5 værelser,Opført 1884,1 toilet,,,6630,https://www.boligsiden.dk/addresses/0a3f50b7-41d4-32b8-e044-0003ba298018,Grund: 2196 m²,
"Heibergsgade 18, 1.,8000",2.698.000 kr.,Frederiksbjerg Skole,604 m,7.7,3.7,Ejerlejlighed,Energimærke D,Høj,"24,52%","24,58‰.","Der er 355.238 indbyggere i Aarhus Kommune. Kommuneskatten er på 24,52% og grundskyldspromillen på 24,58‰.",Til salg i alt: 118 dage,50 m²,Ejerudg.: 3.076 kr/md,Elevator: Nej,2 værelser,Opført 1896,1 toilet,Altan: Nej,Terrasse: Nej,8000,https://www.boligsiden.dk/addresses/0a3f50c3-173d-32b8-e044-0003ba298018,,
"Enghavegårdsvej 64,3400",4.675.000 kr.,Hanebjerg Skole,"1,21 km",7.7,3.7,Villa,Energimærke C,Mellem,"25,6%","20,65‰.","Der er 53.257 indbyggere i Hillerød Kommune. Kommuneskatten er på 25,6% og grundskyldspromillen på 20,65‰.",Til salg i alt: 28 dage,168 m²,Ejerudg.: 3.011 kr/md,,5 værelser,Opført 1971,3 toiletter,,,3400,https://www.boligsiden.dk/addresses/0a3f50a9-a709-32b8-e044-0003ba298018,Grund: 800 m²,
"Floravænget 74, 2.,5250",850.000 kr.,Sanderumskolen,852 m,7.7,3.8,Ejerlejlighed,Energimærke D,Mellem,"25,5%","21,71‰.","Der er 205.978 indbyggere i Odense Kommune. Kommuneskatten er på 25,5% og grundskyldspromillen på 21,71‰.",Til salg i alt: 28 dage,58 m²,Ejerudg.: 2.477 kr/md,Elevator: Nej,2 værelser,Opført 1968,1 toilet,Altan: Nej,Terrasse: Nej,5250,https://www.boligsiden.dk/addresses/0a3f50b3-dc9e-32b8-e044-0003ba298018,,
"Råbylille Strandvej 19,4780",6.500.000 kr.,"Møn Skole, Hjertebjerg","1,7 km",Ikke oplyst,Ikke oplyst,Villa/Fritidsbolig,Energimærke C,Meget høj,"25,7%","32,32‰.","Der er 45.352 indbyggere i Vordingborg Kommune. Kommuneskatten er på 25,7% og grundskyldspromillen på 32,32‰.",Til salg i alt: 28 dage,250 m²,Ejerudg.: 2.844 kr/md,,8 værelser,Opført 1792,2 toiletter,,,4780,https://www.boligsiden.dk/addresses/0a3f50af-f047-32b8-e044-0003ba298018,Grund: 2024 m²,
"Langelinie 100,5230",6.250.000 kr.,Hunderupskolen,912 m,8,3.8,Villa,Energimærke D,Mellem,"25,5%","21,71‰.","Der er 205.978 indbyggere i Odense Kommune. Kommuneskatten er på 25,5% og grundskyldspromillen på 21,71‰.",Til salg i alt: 288 dage,128 m²,Ejerudg.: 8.933 kr/md,,5 værelser,Opført 1954,2 toiletter,,,5230,https://www.boligsiden.dk/addresses/0a3f50b4-41cf-32b8-e044-0003ba298018,Grund: - m²,
"Hasselvænget 6,2680",4.295.000 kr.,Uglegårdsskolen,460 m,7.8,3.8,Villa,Energimærke F,Mellem,"24,9%","20,95‰.","Der er 23.794 indbyggere i Solrød Kommune. Kommuneskatten er på 24,9% og grundskyldspromillen på 20,95‰.",Til salg i alt: 28 dage,164 m²,Ejerudg.: 4.238 kr/md,,4 værelser,Opført 1974,1 toilet,,,2680,https://www.boligsiden.dk/addresses/0a3f50ac-59a3-32b8-e044-0003ba298018,Grund: 1290 m²,
"Skolegade 30,8300",2.995.000 kr.,Hou Skole,102 m,Ikke oplyst,Ikke oplyst,Villa,Energimærke C,Mellem,"25,1%","30,32‰.","Der er 23.304 indbyggere i Odder Kommune. Kommuneskatten er på 25,1% og grundskyldspromillen på 30,32‰.",Til salg i alt: 28 dage,188 m²,Ejerudg.: 2.325 kr/md,,6 værelser,Opført 1975,2 toiletter,,,8300,https://www.boligsiden.dk/addresses/0a3f50c0-b1d1-32b8-e044-0003ba298018,Grund: 800 m²,
"Brendstrupvej 25, 1. tv.,8200",2.875.000 kr.,Katrinebjergskolen,220 m,6.8,3.7,Ejerlejlighed,Energimærke C,Høj,"24,52%","24,58‰.","Der er 355.238 indbyggere i Aarhus Kommune. Kommuneskatten er på 24,52% og grundskyldspromillen på 24,58‰.",Til salg i alt: 28 dage,84 m²,Ejerudg.: 3.398 kr/md,Elevator: Nej,4 værelser,Opført 1967,1 toilet,Altan: Ja,Terrasse: Nej,8200,https://www.boligsiden.dk/addresses/0a3f50c2-8b3c-32b8-e044-0003ba298018,,
"Stenholt 23,6092",1.995.000 kr.,Sdr. Bjert Skole,"3,73 km",8,3.9,Landejendom,Energimærke D,Høj,"25,5%",25‰.,"Der er 93.544 indbyggere i Kolding Kommune. Kommuneskatten er på 25,5% og grundskyldspromillen på 25‰.",Til salg i alt: 28 dage,199 m²,Ejerudg.: 2.500 kr/md,,4 værelser,Opført 1880,2 toiletter,,,6092,https://www.boligsiden.dk/addresses/0a3f50bc-477b-32b8-e044-0003ba298018,Grund: 20825 m²,
"Vendbjergvej 26,7950",425.000 kr.,Midtmors Skole,"3,44 km",6.3,3.7,Villa,Energimærke F,Mellem,"25,8%","24,68‰.","Der er 20.068 indbyggere i Morsø Kommune. Kommuneskatten er på 25,8% og grundskyldspromillen på 24,68‰.",Til salg i alt: 28 dage,128 m²,Ejerudg.: 994 kr/md,,4 værelser,Opført 1966,1 toilet,,,7950,https://www.boligsiden.dk/addresses/0a3f50c5-643b-32b8-e044-0003ba298018,Grund: 995 m²,
"Højensvej 18E,9990",1.645.000 kr.,Skagen Skole,"3,5 km",Ikke oplyst,Ikke oplyst,Ejerlejlighed/Fritidsbolig,Energimærke G,Meget lav,"26,2%","29,9‰.","Der er 58.878 indbyggere i Frederikshavn Kommune. Kommuneskatten er på 26,2% og grundskyldspromillen på 29,9‰.",Til salg i alt: 458 dage,30 m²,Ejerudg.: 972 kr/md,Elevator: Nej,2 værelser,Opført 1916,1 toilet,Altan: Nej,Terrasse: Nej,9990,https://www.boligsiden.dk/addresses/0a3f50c9-2f87-32b8-e044-0003ba298018,,
"Øksebjergvej 22,4100",3.195.000 kr.,Valdemarskolen,"1,24 km",6.3,3.7,Villa,Energimærke C,Meget høj,"26,1%","24,74‰.","Der er 35.141 indbyggere i Ringsted Kommune. Kommuneskatten er på 26,1% og grundskyldspromillen på 24,74‰.",Til salg i alt: 28 dage,148 m²,Ejerudg.: 3.647 kr/md,,4 værelser,Opført 1974,2 toiletter,,,4100,https://www.boligsiden.dk/addresses/0a3f50ae-5b12-32b8-e044-0003ba298018,Grund: 765 m²,
"Holbergsvej 92,4700",2.995.000 kr.,Lille Næstved Skole,922 m,Ikke oplyst,Ikke oplyst,Villa,Energimærke B,Høj,25%,25‰.,Der er 83.801 indbyggere i Næstved Kommune. Kommuneskatten er på 25% og grundskyldspromillen på 25‰.,Til salg i alt: 28 dage,186 m²,Ejerudg.: 2.755 kr/md,,6 værelser,Opført 1975,2 toiletter,,,4700,https://www.boligsiden.dk/addresses/0a3f50b0-87e0-32b8-e044-0003ba298018,Grund: 810 m²,
"Elmely 18, st.,3520",2.295.000 kr.,Solvangskolen,"1,05 km",7.9,3.8,Ejerlejlighed,Energimærke D,Høj,"24,88%","21,5‰.","Der er 41.402 indbyggere i Furesø Kommune. Kommuneskatten er på 24,88% og grundskyldspromillen på 21,5‰.",Til salg i alt: 28 dage,63 m²,Ejerudg.: 3.337 kr/md,Elevator: Nej,2 værelser,Opført 1994,1 toilet,Altan: Nej,Terrasse: Ja,3520,https://www.boligsiden.dk/addresses/0a3f50a8-0903-32b8-e044-0003ba298018,,
"Kenny Drews Vej 97, 1. tv.,2450",5.195.000 kr.,Skolen i Sydhavnen,629 m,7.7,3.7,Ejerlejlighed,Energimærke C,Mellem,"23,7%",34‰.,"Der er 644.431 indbyggere i Københavns Kommune. Kommuneskatten er på 23,7% og grundskyldspromillen på 34‰.",Til salg i alt: 28 dage,89 m²,Ejerudg.: 4.194 kr/md,Elevator: Ja,2 værelser,Opført 2008,1 toilet,Altan: Ja,Terrasse: Nej,2450,https://www.boligsiden.dk/addresses/5338c3f8-ae6f-00e2-e044-0003ba298018,,
"Oliefabriksvej 127,2770",4.995.000 kr.,Pilegårdsskolen,392 m,7.1,3.7,Villa,Energimærke D,Mellem,"23,1%",24‰.,"Der er 42.723 indbyggere i Tårnby Kommune. Kommuneskatten er på 23,1% og grundskyldspromillen på 24‰.",Til salg i alt: 28 dage,135 m²,Ejerudg.: 4.278 kr/md,,5 værelser,Opført 1969,2 toiletter,,,2770,https://www.boligsiden.dk/addresses/0a3f50a7-5b34-32b8-e044-0003ba298018,Grund: 568 m²,
"John Tranums Alle 31, st. tv.,2770",2.995.000 kr.,Skottegårdsskolen,766 m,6.7,3.6,Ejerlejlighed,Energimærke D,Mellem,"23,1%",24‰.,"Der er 42.723 indbyggere i Tårnby Kommune. Kommuneskatten er på 23,1% og grundskyldspromillen på 24‰.",Til salg i alt: 28 dage,71 m²,Ejerudg.: 3.727 kr/md,Elevator: Nej,3 værelser,Opført 1953,1 toilet,Altan: Ja,Terrasse: Nej,2770,https://www.boligsiden.dk/addresses/0a3f50a7-4b07-32b8-e044-0003ba298018,,
"Gl. Byvej 2,5540",1.195.000 kr.,Vibeskolen,"5,79 km",6.5,3.7,Villa,Energimærke D,Høj,"26,3%","27,83‰.","Der er 32.098 indbyggere i Nyborg Kommune. Kommuneskatten er på 26,3% og grundskyldspromillen på 27,83‰.",Til salg i alt: 328 dage,160 m²,Ejerudg.: 2.079 kr/md,,6 værelser,Opført 1938,2 toiletter,,,5540,https://www.boligsiden.dk/addresses/0a3f50b5-f810-32b8-e044-0003ba298018,Grund: 1833 m²,
"Enigheds Allé 16,2700",7.150.000 kr.,Bellahøj Skole,339 m,6.8,3.7,Villa,Energimærke B,Mellem,"23,7%",34‰.,"Der er 644.431 indbyggere i Københavns Kommune. Kommuneskatten er på 23,7% og grundskyldspromillen på 34‰.",Til salg i alt: 28 dage,99 m²,Ejerudg.: 4.024 kr/md,,5 værelser,Opført 1900,2 toiletter,,,2700,https://www.boligsiden.dk/addresses/0a3f509d-f8cd-32b8-e044-0003ba298018,Grund: 281 m²,
"Hovej 4A, 56.,6857",1.198.000 kr.,Blåvandshuk Skole,"9,32 km",6.7,3.7,Ejerlejlighed,Energimærke B,Meget lav,"25,1%","31,56‰.","Der er 49.664 indbyggere i Varde Kommune. Kommuneskatten er på 25,1% og grundskyldspromillen på 31,56‰.",Til salg i alt: 28 dage,79 m²,Ejerudg.: 2.421 kr/md,Elevator: Nej,2 værelser,Opført 1998,-,Altan: Nej,Terrasse: Nej,6857,https://www.boligsiden.dk/addresses/0a3f50b8-8b4b-32b8-e044-0003ba298018,,
"Hjorthøjgårdsvej 16,4400",2.500.000 kr.,Hvidebækskolen,"5,78 km",5.8,3.5,Villa/Fritidsbolig,Energimærke E,Høj,"24,2%",34‰.,"Der er 48.368 indbyggere i Kalundborg Kommune. Kommuneskatten er på 24,2% og grundskyldspromillen på 34‰.",Til salg i alt: 201 dage,130 m²,Ejerudg.: 3.194 kr/md,,3 værelser,Opført 1963,2 toiletter,,,4400,https://www.boligsiden.dk/addresses/0a3f50ac-ecea-32b8-e044-0003ba298018,Grund: 788 m²,
"Mylius Erichsens Alle 50,2900",9.495.000 kr.,Dyssegårdsskolen,367 m,8.4,3.8,Villa,Energimærke C,Mellem,"24,17%",16‰.,"Der er 74.217 indbyggere i Gentofte Kommune. Kommuneskatten er på 24,17% og grundskyldspromillen på 16‰.",Til salg i alt: 28 dage,119 m²,Ejerudg.: 5.890 kr/md,,4 værelser,Opført 1935,2 toiletter,,,2900,https://www.boligsiden.dk/addresses/0a3f50a3-e728-32b8-e044-0003ba298018,Grund: 606 m²,
"Fåborgvej 26,5762",395.000 kr.,Vestermarkskolen,488 m,7.1,3.7,Villa,Energimærke G,Meget høj,"26,3%","23,32‰.","Der er 59.193 indbyggere i Svendborg Kommune. Kommuneskatten er på 26,3% og grundskyldspromillen på 23,32‰.",Til salg i alt: 28 dage,135 m²,Ejerudg.: 1.129 kr/md,,4 værelser,Opført 1827,2 toiletter,,,5762,https://www.boligsiden.dk/addresses/0a3f50b2-7776-32b8-e044-0003ba298018,Grund: 479 m²,
"Teglholmsgade 64, 6. tv.,2450",6.395.000 kr.,Skolen i Sydhavnen,192 m,7.7,3.7,Ejerlejlighed,Energimærke A2010,Mellem,"23,7%",34‰.,"Der er 644.431 indbyggere i Københavns Kommune. Kommuneskatten er på 23,7% og grundskyldspromillen på 34‰.",Til salg i alt: 28 dage,100 m²,Ejerudg.: 4.801 kr/md,Elevator: Ja,4 værelser,Opført 2014,1 toilet,Altan: Ja,Terrasse: Nej,2450,https://www.boligsiden.dk/addresses/4945bdda-967a-4e1b-b330-4ddddb4f704c,,
"Lindevangsvej 5, st. tv.,8240",3.245.000 kr.,Risskov Skole,883 m,8.4,3.8,Ejerlejlighed,Energimærke C,Høj,"24,52%","24,58‰.","Der er 355.238 indbyggere i Aarhus Kommune. Kommuneskatten er på 24,52% og grundskyldspromillen på 24,58‰.",Til salg i alt: 28 dage,60 m²,Ejerudg.: 3.367 kr/md,Elevator: Nej,2 værelser,Opført 1910,1 toilet,Altan: Nej,Terrasse: Nej,8240,https://www.boligsiden.dk/addresses/0a3f50c3-8997-32b8-e044-0003ba298018,,
"Hyacintvej 1,3400",3.795.000 kr.,Sophienborgskolen,"1,51 km",8.6,3.8,Villa,Energimærke C,Mellem,"25,6%","20,65‰.","Der er 53.257 indbyggere i Hillerød Kommune. Kommuneskatten er på 25,6% og grundskyldspromillen på 20,65‰.",Til salg i alt: 145 dage,155 m²,Ejerudg.: 2.935 kr/md,,5 værelser,Opført 1986,1 toilet,,,3400,https://www.boligsiden.dk/addresses/0a3f50a9-ba1f-32b8-e044-0003ba298018,Grund: 846 m²,
"Doris Lessings Vej 11D,2300",5.150.000 kr.,Distrikt Ørestad,670 m,Ikke oplyst,Ikke oplyst,Rækkehus,Energimærke A2020,Mellem,"23,7%",34‰.,"Der er 644.431 indbyggere i Københavns Kommune. Kommuneskatten er på 23,7% og grundskyldspromillen på 34‰.",Til salg i alt: 28 dage,116 m²,Ejerudg.: 3.673 kr/md,,5 værelser,Opført 2017,2 toiletter,,,2300,https://www.boligsiden.dk/addresses/bec80fdf-c71d-48f8-b299-2951f2fa7fc9,Grund: 63 m²,
"Paradishegnet 19,2840",14.000.000 kr.,Skovlyskolen,774 m,8.5,3.8,Villa,Energimærke G,Mellem,"23,21%","22,93‰.","Der er 57.247 indbyggere i Rudersdal Kommune. Kommuneskatten er på 23,21% og grundskyldspromillen på 22,93‰.",Til salg i alt: 28 dage,188 m²,Ejerudg.: 10.553 kr/md,,6 værelser,Opført 1972,2 toiletter,,,2840,https://www.boligsiden.dk/addresses/0a3f50a6-e77c-32b8-e044-0003ba298018,Grund: 1105 m²,
"Sydkrogen 12,3490",2.995.000 kr.,Grydemoseskolen,"2,31 km",Ikke oplyst,Ikke oplyst,Villa,Energimærke B,Lav,"25,52%","28,5‰.","Der er 62.875 indbyggere i Helsingør Kommune. Kommuneskatten er på 25,52% og grundskyldspromillen på 28,5‰.",Til salg i alt: 28 dage,113 m²,Ejerudg.: 3.543 kr/md,,4 værelser,Opført 1976,2 toiletter,,,3490,https://www.boligsiden.dk/addresses/0a3f50a9-905c-32b8-e044-0003ba298018,Grund: 725 m²,
"Rostrupvej 41,9500",2.995.000 kr.,Rosendalskolen,"5,86 km",7.4,3.7,Landejendom/Landejendom,Energimærke E,Lav,"25,9%",34‰.,"Der er 41.662 indbyggere i Mariagerfjord Kommune. Kommuneskatten er på 25,9% og grundskyldspromillen på 34‰.",Til salg i alt: 28 dage,119 m²,Ejerudg.: 201.252 kr/md,,5 værelser,Opført 1887,1 toilet,,,9500,https://www.boligsiden.dk/addresses/0a3f50c6-c42f-32b8-e044-0003ba298018,Grund: 128549 m²,
"Jens Kromanns Vej 4,7000",5.295.000 kr.,"Erritsø Fællesskole, Afd. Højmosen","1,26 km",Ikke oplyst,Ikke oplyst,Villa,Energimærke C,Høj,"25,5%",26‰.,"Der er 51.606 indbyggere i Fredericia Kommune. Kommuneskatten er på 25,5% og grundskyldspromillen på 26‰.",Til salg i alt: 28 dage,206 m²,Ejerudg.: 4.875 kr/md,,6 værelser,Opført 1937,2 toiletter,,,7000,https://www.boligsiden.dk/addresses/0a3f50ba-a811-32b8-e044-0003ba298018,Grund: 1628 m²,
"Bjerrevej 53,8700",1.450.000 kr.,Dagnæsskolen,586 m,7,3.8,Villa,Energimærke D,Høj,"25,39%","22,56‰.","Der er 94.443 indbyggere i Horsens Kommune. Kommuneskatten er på 25,39% og grundskyldspromillen på 22,56‰.",Til salg i alt: 28 dage,148 m²,Ejerudg.: 1.670 kr/md,,6 værelser,Opført 1935,2 toiletter,,,8700,https://www.boligsiden.dk/addresses/0a3f50bb-39bc-32b8-e044-0003ba298018,Grund: 659 m²,
"Syrenvej 37,7700",1.675.000 kr.,Østre Skole,"1,15 km",7.3,3.8,Villa,Energimærke C,Høj,"25,5%","23,75‰.","Der er 43.089 indbyggere i Thisted Kommune. Kommuneskatten er på 25,5% og grundskyldspromillen på 23,75‰.",Til salg i alt: 28 dage,112 m²,Ejerudg.: 1.508 kr/md,,3 værelser,Opført 1978,1 toilet,,,7700,https://www.boligsiden.dk/addresses/0a3f50c6-30ea-32b8-e044-0003ba298018,Grund: 912 m²,
"Bredgade 8,4653",1.395.000 kr.,"Ny-Øst, Karise Skole",487 m,Ikke oplyst,Ikke oplyst,Villa,Energimærke C,Meget høj,"25,8%",25‰.,"Der er 37.161 indbyggere i Faxe Kommune. Kommuneskatten er på 25,8% og grundskyldspromillen på 25‰.",Til salg i alt: 412 dage,130 m²,Ejerudg.: 1.470 kr/md,,7 værelser,Opført 1902,2 toiletter,,,4653,https://www.boligsiden.dk/addresses/0a3f50af-6e0a-32b8-e044-0003ba298018,Grund: 228 m²,
"Fynsvej 77, 1. tv.,6000",1.545.000 kr.,Aalykkeskolen,"1,65 km",7.2,3.8,Ejerlejlighed,Energimærke E,Høj,"25,5%",25‰.,"Der er 93.544 indbyggere i Kolding Kommune. Kommuneskatten er på 25,5% og grundskyldspromillen på 25‰.",Til salg i alt: 380 dage,104 m²,Ejerudg.: 2.476 kr/md,Elevator: Nej,3 værelser,Opført 1940,1 toilet,Altan: Ja,Terrasse: Nej,6000,https://www.boligsiden.dk/addresses/0a3f50bb-fcbb-32b8-e044-0003ba298018,,
"Diagonalvejen 72,7323",1.295.000 kr.,"Firkløverskolen, Ikær","1,14 km",6.4,3.7,Villa,Energimærke D,Lav,"23,4%","27,75‰.","Der er 119.060 indbyggere i Vejle Kommune. Kommuneskatten er på 23,4% og grundskyldspromillen på 27,75‰.",Til salg i alt: 28 dage,185 m²,Ejerudg.: 1.526 kr/md,,6 værelser,Opført 1935,2 toiletter,,,7323,https://www.boligsiden.dk/addresses/0a3f50ba-fbe5-32b8-e044-0003ba298018,Grund: 1135 m²,
"Græsvangen 11C,9800",1.150.000 kr.,Hjørring Ny 10.,239 m,Ikke oplyst,Ikke oplyst,Ejerlejlighed,Energimærke B,Lav,"26,21%",34‰.,"Der er 63.839 indbyggere i Hjørring Kommune. Kommuneskatten er på 26,21% og grundskyldspromillen på 34‰.",Til salg i alt: 28 dage,83 m²,Ejerudg.: 1.597 kr/md,Elevator: Nej,3 værelser,Opført 1983,1 toilet,Altan: Nej,Terrasse: Nej,9800,https://www.boligsiden.dk/addresses/0a3f50c8-1633-32b8-e044-0003ba298018,,
"Søndermarken 7,8670",1.998.000 kr.,Låsby Skole,311 m,7.1,3.5,Villa,Energimærke C,Mellem,26%,"24,66‰.","Der er 64.318 indbyggere i Skanderborg Kommune. Kommuneskatten er på 26% og grundskyldspromillen på 24,66‰.",Til salg i alt: 28 dage,150 m²,Ejerudg.: 1.943 kr/md,,5 værelser,Opført 1973,2 toiletter,,,8670,https://www.boligsiden.dk/addresses/0a3f50c1-915a-32b8-e044-0003ba298018,Grund: 788 m²,
"Amballegård 35,8700",3.195.000 kr.,Stensballeskolen,644 m,7.8,3.9,Villa,Energimærke B,Høj,"25,39%","22,56‰.","Der er 94.443 indbyggere i Horsens Kommune. Kommuneskatten er på 25,39% og grundskyldspromillen på 22,56‰.",Til salg i alt: 28 dage,152 m²,Ejerudg.: 2.651 kr/md,,5 værelser,Opført 2008,2 toiletter,,,8700,https://www.boligsiden.dk/addresses/40eb1f85-9d70-4581-e044-0003ba298018,Grund: 743 m²,
"Vinkelvej 11B,3200",1.995.000 kr.,Nordstjerneskolen,743 m,6.8,3.6,Villa,Energimærke B,Lav,"25,4%","29,34‰.","Der er 41.147 indbyggere i Gribskov Kommune. Kommuneskatten er på 25,4% og grundskyldspromillen på 29,34‰.",Til salg i alt: 417 dage,132 m²,Ejerudg.: 2.086 kr/md,,3 værelser,Opført 1930,1 toilet,,,3200,https://www.boligsiden.dk/addresses/76d11a0f-f243-6818-e044-00144f3ead67,Grund: 626 m²,
