Ydertype;Speciale;Ydernr;titelpost;System;Praksisbetegnelse;Adresse;Postnr;Post_navn;Amt;navn;Lokationsnr;Telefonnr_1
10;80;166529;;;Vagtlæge Uffe Gren;Hemmelig 1;0;Hemmelig;83;Region Syddanmark;;75927754
10;80;166901;;;Lotte Fink;Hemmelig 1;0;Hemmelig;83;Region Syddanmark;;24613609
10;80;166928;;;Frederik Vestergaard;Hemmelig 1;0;Hemmelig;83;Region Syddanmark;;60255465
10;80;166944;;;Sofie Østergaard Pedersen;Hemmelig 1;0;Hemmelig;83;Region Syddanmark;;30297069
10;80;166979;;;Jakob Gjengedal;Hemmelig 1;0;Hemmelig;83;Region Syddanmark;;40115953
10;80;166995;;;Edith Balezantis;Hemmelig 1;0;Hemmelig;83;Region Syddanmark;;60890703
10;80;167029;;;Josefin Tagesen;Hemmelig 1;0;Hemmelig;83;Region Syddanmark;;42786828
10;80;167037;;;Kathrine Holmgaard Korsholm;Hemmelig 1;0;Hemmelig;83;Region Syddanmark;;40264344
10;80;167061;;;Anders Elkær Jensen;Hemmelig 1;0;Hemmelig;83;Region Syddanmark;;29828718
10;80;167126;;;Anna Hecht Nielsen;Hemmelig 1;0;Hemmelig;83;Region Syddanmark;;27129092
10;80;167150;;;Marianne Thorsen Haugland;Hemmelig 1;0;Hemmelig;83;Region Syddanmark;;52501321
10;80;167177;;;Hans Christian B. Lyngshøj;Hemmelig 1;0;Hemmelig;83;Region Syddanmark;;60522828
10;80;167223;;EG WinPLC;Lars Gehlert Johansen;Hemmelig 1;0;Hemmelig;83;Region Syddanmark;5790002406522;20287649
10;80;167398;;;Vagtlæge John Banke;Hemmelig 1;0;Hemmelig;83;Region Syddanmark;;75827692
10;80;167568;;;Lars Skytte Andersen;Hemmelig 1;0;Hemmelig;83;Region Syddanmark;;21664246
10;80;167592;;;Mads M. Søndergaard;Hemmelig 1;0;Hemmelig;83;Region Syddanmark;;53838050
10;80;167614;;;Jenni Volmar Skovsgaard;Hemmelig 1;0;Hemmelig;83;Region Syddanmark;;31271715
10;80;167622;;;Bent Damgård;Hemmelig 1;0;Hemmelig;83;Region Syddanmark;;21257950
10;80;167703;;;Jan Witting Wen;Hemmelig 1;0;Hemmelig;83;Region Syddanmark;;22931358
10;80;167738;;;Lars Peter Erlandsen Brun;Hemmelig 1;0;Hemmelig;83;Region Syddanmark;;28155493
10;80;167770;;;Nikolaj Sarkisian Jangaard;Hemmelig 1;0;Hemmelig;83;Region Syddanmark;;28935859
10;80;167789;;;Niels Paaby;Hemmelig 1;0;Hemmelig;83;Region Syddanmark;;29856331
10;80;167797;;;Rikke Havgaard Kjær;Hemmelig 1;0;Hemmelig;83;Region Syddanmark;;20733731
10;80;167800;;;Jesper Dichmann de Vos;Hemmelig 1;0;Hemmelig;83;Region Syddanmark;;21683819
10;80;167843;;;Marianne Rosborg Falby;Hemmelig 1;0;Hemmelig;83;Region Syddanmark;;26205921
10;80;167908;;;Niels Jørgen Ø. Stabel;Hemmelig 1;0;Hemmelig;83;Region Syddanmark;;40149921
10;80;167924;;;Frode Ritter-Petersen;Hemmelig 1;0;Hemmelig;83;Region Syddanmark;;23833975
10;80;167932;;;Jiska Rose Jensen;Hemmelig 1;0;Hemmelig;83;Region Syddanmark;;29929664
10;80;167967;;;Heidi Ingerslev;Hemmelig 1;0;Hemmelig;83;Region Syddanmark;;30271794
10;80;167983;;;Mette Nørregaard Lauridsen;Hemmelig 1;0;Hemmelig;83;Region Syddanmark;;60653676
10;80;168009;;;Rahimsan Kjergaard Ramachandran;Hemmelig 1;0;Hemmelig;83;Region Syddanmark;;28156767
10;80;168017;;;Kirsten E. Skjøde Hald;Hemmelig 1;0;Hemmelig;83;Region Syddanmark;;25470878
10;80;168033;;;Anders Ullmann K. Frey;Hemmelig 1;0;Hemmelig;83;Region Syddanmark;;26846961
10;80;168041;;;Vagtlæge Mikkel Voss Kristensen;Hemmelig 1;0;Hemmelig;83;Region Syddanmark;;20283007
10;80;168068;;;Per Pedersen;Hemmelig 1;0;Hemmelig;83;Region Syddanmark;;61700849
10;80;168076;;;Kathrina Handrup Haugaard;Hemmelig 1;0;Hemmelig;83;Region Syddanmark;;40403012
10;80;168084;;;Lily Sarkisian Bøvling;Hemmelig 1;0;Hemmelig;83;Region Syddanmark;;26163138
10;80;168114;;;Camilla Stougaard Fabricius;Hemmelig 1;0;Hemmelig;83;Region Syddanmark;;26791145
10;80;168122;;;Sandra Sjørslev;Hemmelig 1;0;Hemmelig;83;Region Syddanmark;;42177566
10;80;168130;;;Anne-Mette Lindvig;Hemmelig 1;0;Hemmelig;83;Region Syddanmark;;24912904
10;80;168149;;;Rune Kristensen;Hemmelig 1;0;Hemmelig;83;Region Syddanmark;;28945813
10;80;168165;;;Bjarne V. Lühr Hansen;Hemmelig 1;0;Hemmelig;83;Region Syddanmark;;21251739
10;80;168173;;;Mujtaba Sharafmal;Hemmelig 1;0;Hemmelig;83;Region Syddanmark;;28454698
10;80;168181;;;Line Nørregård Pedersen;Hemmelig 1;0;Hemmelig;83;Region Syddanmark;;61702117
10;80;168211;;;Rie Katrine Rasmussen;Hemmelig 1;0;Hemmelig;83;Region Syddanmark;;26717568
10;80;168238;;;Casper Sæbye;Hemmelig 1;0;Hemmelig;83;Region Syddanmark;;29259290
10;80;168246;;;Nina Tørring;Hemmelig 1;0;Hemmelig;83;Region Syddanmark;;60134095
10;80;168289;;;Mats H. Mossin;Hemmelig 1;0;Hemmelig;83;Region Syddanmark;;25704035
10;80;168297;;;Poul M. Andernsen;Hemmelig 1;0;Hemmelig;83;Region Syddanmark;;21294521
10;80;168300;;;Maria Bomme Høgh;Hemmelig 1;0;Hemmelig;83;Region Syddanmark;;28293973
10;80;168327;;;Kirsten Holm Paakjær;Hemmelig 1;0;Hemmelig;83;Region Syddanmark;;61307914
10;80;168343;;;Anne Louise Haghfelt;Hemmelig 1;0;Hemmelig;83;Region Syddanmark;;29362446
10;80;168351;;;Anne-Sofie Munkholm Sørensen;Hemmelig 1;0;Hemmelig;83;Region Syddanmark;;26344950
10;80;168378;;;Gert Mostgaard;Hemmelig 1;0;Hemmelig;83;Region Syddanmark;;23447652
10;80;168394;;;Nina Riddersholm Bargum;Hemmelig 1;0;Hemmelig;83;Region Syddanmark;;61600908
10;80;168408;;;Lasse Ljungstrøm;Hemmelig 1;0;Hemmelig;83;Region Syddanmark;;28437224
10;80;168424;;;Lene Schurmann;Hemmelig 1;0;Hemmelig;83;Region Syddanmark;;26424000
10;80;168467;;;Christian Blok Poulsen;Hemmelig 1;0;Hemmelig;83;Region Syddanmark;;28342807
10;80;168475;;;Jimmi Krøyer;Hemmelig 1;0;Hemmelig;83;Region Syddanmark;;29278939
10;80;168483;;;Stine Elbæk Perquin;Hemmelig 1;0;Hemmelig;83;Region Syddanmark;;51506023
10;80;168491;;;Judith Ryberg-Nørholt;Hemmelig 1;0;Hemmelig;83;Region Syddanmark;;28353033
10;80;168505;;;Anne Hald Rolschau;Hemmelig 1;0;Hemmelig;83;Region Syddanmark;;23280240
10;80;168521;;;Janni Benn Bjerregaard;Hemmelig 1;0;Hemmelig;83;Region Syddanmark;;23816838
10;80;168548;;;Ole Holm-Thomsen;Hemmelig 1;0;Hemmelig;83;Region Syddanmark;;40256290
10;80;168556;;;Ulrich Knage;Hemmelig 1;0;Hemmelig;83;Region Syddanmark;;20668219
10;80;168564;;;Lars Dirkheim;Hemmelig 1;0;Hemmelig;83;Region Syddanmark;;60563770
10;80;168572;;;Hanna Övermark;Hemmelig 1;0;Hemmelig;83;Region Syddanmark;;61313287
10;80;168599;;;Hanne-Kari Høst Wraae;Hemmelig 1;0;Hemmelig;83;Region Syddanmark;;22181576
10;80;168602;;;Pernille D. H. Poulsen;Hemmelig 1;0;Hemmelig;83;Region Syddanmark;;27636430
10;80;168637;;;Rasmus Elmely Lindblad;Hemmelig 1;0;Hemmelig;83;Region Syddanmark;;20735570
10;80;168645;;;Mikkel Meng Mortensen;Hemmelig 1;0;Hemmelig;83;Region Syddanmark;;27649066
10;80;168653;;;Imad Ata El-Mansour;Hemmelig 1;0;Hemmelig;83;Region Syddanmark;;22488123
10;80;168661;;;Johanne Olivia Grønne Kühl;Hemmelig 1;0;Hemmelig;83;Region Syddanmark;;26117933
10;80;168688;;;Jette Brødsgaard Eschen;Hemmelig 1;0;Hemmelig;83;Region Syddanmark;;24243436
10;80;168696;;;Christoffer Amtkjær Larsen;Hemmelig 1;0;Hemmelig;83;Region Syddanmark;;28595881
10;80;168718;;;Gerda Henriksen;Hemmelig 1;0;Hemmelig;83;Region Syddanmark;;29872366
10;80;168726;;;Marie Balsløv Lillevang;Hemmelig 1;0;Hemmelig;83;Region Syddanmark;;28105003
10;80;168734;;;Ole Tøfmark;Hemmelig 1;0;Hemmelig;83;Region Syddanmark;;22740147
10;80;168742;;;Mads Dandanell Juul;Hemmelig 1;0;Hemmelig;83;Region Syddanmark;;22431728
10;80;168750;;;Frederik Schultz Pustelnik;Hemmelig 1;0;Hemmelig;83;Region Syddanmark;;26230895
10;80;168807;;;Anders Østergaard Kledal;Hemmelig 1;0;Hemmelig;83;Region Syddanmark;;30550556
10;80;168823;;;Abdulkadir Harakow;Hemmelig 1;0;Hemmelig;83;Region Syddanmark;;60526291
10;80;168831;;;Signe Harder;Hemmelig 1;0;Hemmelig;83;Region Syddanmark;;25382590
10;80;168858;;;Aasma Shahzadi;Hemmelig 1;0;Hemmelig;83;Region Syddanmark;;93861984
10;80;168882;;;Sri Senthura Mathavamenon;Hemmelig 1;0;Hemmelig;83;Region Syddanmark;;40969467
10;80;168890;;;Maria Kruse;Hemmelig 1;0;Hemmelig;83;Region Syddanmark;;20216488
10;80;168912;;;Cheikh Alasadi;Hemmelig 1;0;Hemmelig;83;Region Syddanmark;;60736680
10;80;168920;;;Ida Kjær Vestergaard;Hemmelig 1;0;Hemmelig;83;Region Syddanmark;;29920523
10;80;168947;;;Helene Terp;Hemmelig 1;0;Hemmelig;83;Region Syddanmark;;30276913
10;80;168955;;;Carsten Pedersen;Hemmelig 1;0;Hemmelig;83;Region Syddanmark;;20424584
10;80;168971;;;Malene Bue Tøllner;Hemmelig 1;0;Hemmelig;83;Region Syddanmark;;28154105
10;80;168998;;;Signe Tang Niemann;Hemmelig 1;0;Hemmelig;83;Region Syddanmark;;22566153
5;80;19;;EG Clinea;Ole Abrahamson;Husumvej 131,st th.;2700;Brønshøj;84;Region Hovedstaden;5790000137374;38600082
5;80;51;;CGM XMO;Allan Lindskov Christiansen;Centrumgaden 1,1.;2750;Ballerup;84;Region Hovedstaden;5790001347901;44646828
5;80;86;;NOVAX;Lægerne Frederiksværksgade;Frederiksværksgade 4 B;3400;Hillerød;84;Region Hovedstaden;5790000142248;48267999
5;80;94;;CGM XMO;Lægerne Aldershvilevej 124;Aldershvilevej 124;2880;Bagsværd;84;Region Hovedstaden;5790000145416;44983336
5;80;132;;EG WinPLC;Thomas Alber;Amagerbrogade 245,2. tv;2300;København S;84;Region Hovedstaden;5790000155057;32511036
5;80;140;;CGM XMO;Tine Randløv;Idrætsvej 101;2650;Hvidovre;84;Region Hovedstaden;5790001348106;36780186
5;80;167;;EG WinPLC;Åkirkeby Lægehus;Rosenvej 1;3720;Aakirkeby;84;Region Hovedstaden;5790000131976;56933100
5;80;426;;EG WinPLC;Keld Schenece Brandt;Borups Allé 178,st;2400;København NV;84;Region Hovedstaden;5790000133970;38345708
5;80;434;;NOVAX;Sundhedshuset Rødovre Syd;Ruskær 34;2610;Rødovre;84;Region Hovedstaden;5790001349479;36473020
5;80;442;;EG Clinea;Lægehuset Hedehusene;Hovedgaden 514 B,1.;2640;Hedehusene;84;Region Hovedstaden;5790000143504;46563216
5;80;477;;EG WinPLC;Amagerbroklinikken;Amagerbrogade 65,st;2300;København S;84;Region Hovedstaden;5790000125685;32972505
5;80;515;;CGM XMO;Morten Birk-Petersen;Østerbrogade 62,1.;2100;København Ø;84;Region Hovedstaden;5790002506826;35387828
5;80;523;;EG Clinea;Jette Haagemann;Prinsessegade 29 A,3;1422;København K;84;Region Hovedstaden;5790000175086;32960112
5;80;531;;EG Clinea;Lægerne Lyngby Hovedgade;Lyngby Hovedgade 27,3.;2800;Kongens Lyngby;84;Region Hovedstaden;5790000138746;45873415
5;80;558;;CGM XMO;Kirsten Biel & Søren Pedersen;Sundbyvester Plads 3,1.;2300;København S;84;Region Hovedstaden;5790000145829;32580009
5;80;582;;CGM XMO;Lægehuset Sortedam;Sortedam Dossering 29,1.;2200;København N;84;Region Hovedstaden;5790000148790;35370100
5;80;604;;CGM XMO;FamilielægerneBirkerød;Hovedgaden 2, 1;3460;Birkerød;84;Region Hovedstaden;5790000140923;45810296
5;80;612;;CGM XMO;Thomas Brander;Hovedvejen 61,1.;2600;Glostrup;84;Region Hovedstaden;5790001351076;43960896
5;80;663;;CGM XMO;Allinge Lægehus;Søndergade 7;3770;Allinge;84;Region Hovedstaden;5790000136537;56480501
5;80;728;;MultiMed Web;Milan Socevic;Nørrebrogade 142,1.;2200;København N;84;Region Hovedstaden;5790000136186;35824008
5;80;736;;CGM XMO;Vesterbro Lægehus;Th Bindesbølls Plads 1,st th;1799;København V;84;Region Hovedstaden;5790000128952;33253328
5;80;760;;EG Clinea;Lægerne i Ringtoften;Ringtoften 7,st a;2740;Skovlunde;84;Region Hovedstaden;5790000137114;44944848
5;80;779;;CGM XMO;Centrumlægerne;Søndre Jernbanevej 4 B;3400;Hillerød;84;Region Hovedstaden;5790000143160;48268020
5;80;795;;EG WinPLC;Citydoctors;Nyropsgade 23, 3. sal;1602;København V;84;Region Hovedstaden;5790000126057;33338484
5;80;809;;EG Clinea;Lægerne Valdemarsgade 8;Valdemarsgade 8,4.;1665;København V;84;Region Hovedstaden;5790000130511;33312119
5;80;817;;CGM XMO;Lægerne Amagerbrogade 18;Amagerbrogade 18,3.;2300;København S;84;Region Hovedstaden;5790001354329;32573400
5;80;825;;EG WinPLC;Rudersdalklinikken,Runge&Middelfart;Røjelskær 3,1 th;2840;Holte;84;Region Hovedstaden;5790001353759;45422512
5;80;833;;CGM XMO;Vindfeld, Palm & Toft-Skou;Hold-An Vej 5;2750;Ballerup;84;Region Hovedstaden;5790002626081;79304310
5;80;841;;EG WinPLC;Ellen & Henrik Vedel;Roholmsvej 14 A,2.;2620;Albertslund;84;Region Hovedstaden;5790001353520;43625246
5;80;1015;;NOVAX;Stig Jørgensen;Jernbane Allé 54,1 th;2720;Vanløse;84;Region Hovedstaden;5790001354350;38715596
5;80;1023;;CGM XMO;Per Møller & Marie Steen Møller;Toftelunden 1 C;3790;Hasle;84;Region Hovedstaden;5790001354251;56964007
5;80;1031;;EG WinPLC;Lægeklinikken Vesterbrogade 35 A;Vesterbrogade 35 A,1.;1620;København V;84;Region Hovedstaden;5790000133529;33251350
5;80;1066;;EG Clinea;Mette Heerfordt & Solveig Roug;Tværbækvej 1;2625;Vallensbæk;84;Region Hovedstaden;5790001357245;43731141
5;80;1074;;EG WinPLC;Stine Fjermedal Andersen;Birkedalsvej 35 S,-19;3000;Helsingør;84;Region Hovedstaden;5790001364175;49221428
5;80;1082;;CGM XMO;Peyman Pedrampour;Jagtvej 113,1.;2200;København N;84;Region Hovedstaden;5790001363802;35833939
5;80;1198;;EG WinPLC;Merete Hippe & Stine Christensen;Tranevej 25,st;2400;København NV;84;Region Hovedstaden;5790001372699;35816333
5;80;1228;;NOVAX;Lægepraksis Musawi & Razeyani;Egholmvej 2;2665;Vallensbæk Strand;84;Region Hovedstaden;5790001370626;43731010
5;80;1236;;EG WinPLC;Emdruplægerne;Lersø Parkallé 173,2.;2100;København Ø;84;Region Hovedstaden;5790001371678;39296905
5;80;1244;;CGM XMO;Lægerne Markedsstræde;Markedsstræde 10,1;3400;Hillerød;84;Region Hovedstaden;5790000139927;48261516
5;80;1252;;EG Clinea;Lægerne i Slotsmøllen;Slotsgade 65 C,1. tv.;3400;Hillerød;84;Region Hovedstaden;5790001365318;48260626
5;80;1260;;EG Clinea;Klinik Falken;Falkoner Alle 63,-4;2000;Frederiksberg;84;Region Hovedstaden;5790001371784;38862070
5;80;1279;;EG WinPLC;Ishøjcentrets Læger;Ishøj Store Torv 22,2;2635;Ishøj;84;Region Hovedstaden;5790001372972;88826484
5;80;1317;;EG Clinea;Holtelægerne;Holte Stationsvej 6,3.;2840;Holte;84;Region Hovedstaden;5790000125708;45420800
5;80;1430;;EG Clinea;Anders Munk;Kongelundsvej 144;2300;København S;84;Region Hovedstaden;5790001379032;32526200
5;80;1449;;EG Clinea;Lægerne i Spinderiet;Valby Torvegade 13;2500;Valby;84;Region Hovedstaden;5790000174850;72136013
5;80;1465;;EG WinPLC;Lægerne i Odensegade;Odensegade 7,1. th;2100;København Ø;84;Region Hovedstaden;5790000155309;35264070
5;80;1473;;EG WinPLC;Mette Høi;Birkedalsvej 35 S,-16;3000;Helsingør;84;Region Hovedstaden;5790000126064;49221822
5;80;1481;;CGM XMO;Mette Marie Tidlund;Rømersgade 5,1 th;1362;København K;84;Region Hovedstaden;5790001381370;33150327
5;80;1503;;EG Clinea;Umit Aröz;Hans Bogbinders Allé 3,7,-1;2300;København S;84;Region Hovedstaden;5790001381660;32594011
5;80;1538;;EG Clinea;Lægehuset Nærumvænge Torv;Nærumvænge Torv 10,st;2850;Nærum;84;Region Hovedstaden;5790001381875;45803320
5;80;1546;;CGM XMO;Jørgen Geert-Jørgensen;Jagtvej 113,1;2200;København N;84;Region Hovedstaden;5790001382650;35833939
5;80;1589;;CGM XMO;Lægerne på Strøget;Frederiksberggade 1 A,2;1459;København K;84;Region Hovedstaden;5790001383398;69906700
5;80;1600;;EG WinPLC;Lægerne i Holte Midtpunkt;Holte Midtpunkt 23;2840;Holte;84;Region Hovedstaden;5790000152575;45424211
5;80;1619;;EG Clinea;Lægerne Jernbane Alle;Jernbane Alle 4 C;2630;Taastrup;84;Region Hovedstaden;5790000140756;43993914
5;80;1627;;CGM XMO;Heinrich Kirch Thomsen;Niverødgårdsvej 4;2990;Nivå;84;Region Hovedstaden;5790000137107;49144044
5;80;1651;;CGM XMO;Lillian Rønnegaard Clausen;Nivå Center 40;2990;Nivå;84;Region Hovedstaden;5790001384265;49140044
5;80;1678;;EG WinPLC;Gunvor Iuel;Runebergs Alle 2,1 th;2860;Søborg;84;Region Hovedstaden;5790001384647;39560820
5;80;1686;;EG Clinea;Lægerne Søborg Torv;Søborg Torv 12,3;2860;Søborg;84;Region Hovedstaden;5790001384326;39560055
5;80;1708;;EG Clinea;Jakob Hjorth Nielsen;Nørrebrogade 39,1;2200;København N;84;Region Hovedstaden;5790001384579;35354217
5;80;1716;;CGM XMO;Lægerne ved Brumleby;Østerbrogade 94,1;2100;København Ø;84;Region Hovedstaden;5790001386016;39295200
5;80;1732;;NOVAX;Rezvan Heidarpanah;Langebjerg 4;2850;Nærum;84;Region Hovedstaden;5790001386566;45802315
5;80;1759;;CGM XMO;Ann-Birgitte Gregersen & Lone Press;Torvegade 45,4;1400;København K;84;Region Hovedstaden;5790001387464;32540063
5;80;1791;;EG WinPLC;Peter Søndergaard;Tværvej 3;3460;Birkerød;84;Region Hovedstaden;5790001390303;45819777
5;80;1805;;NOVAX;Stine Stentoft;Østerbrogade 89,1;2100;København Ø;84;Region Hovedstaden;5790001991500;35426596
5;80;1821;;EG Clinea;Mette Breum & Karin Zimmer;Hovedgaden 43;2970;Hørsholm;84;Region Hovedstaden;5790002506031;45860664
5;80;1848;;EG Clinea;Lizzi Hald Larsen;Gladsaxevej 133;2860;Søborg;84;Region Hovedstaden;5790001392970;39561867
5;80;1856;;CGM XMO;Chirine Jacobsen;Søborg Hovedgade 149,1 th.;2860;Søborg;84;Region Hovedstaden;5790001391027;39675630
5;80;1953;;NOVAX;Pia Kabrit;Usserød Kongevej 82 A;2970;Hørsholm;84;Region Hovedstaden;5790000136414;45860140
5;80;1996;;NOVAX;Lægerne på SortedamDossering 1;Sortedam Dossering 1,st th;2200;København N;84;Region Hovedstaden;5790001987671;35370525
5;80;2011;;EG WinPLC;Jacoba Egholm Hansen;Kirkegårdsvej 25 A,1;2300;København S;84;Region Hovedstaden;5790000149001;32540505
5;80;2038;;CGM XMO;Stig & Karin Bille Hansen;Østerbrogade 62,1.;2100;København Ø;84;Region Hovedstaden;5790002506819;35387828
5;80;2054;;EG WinPLC;Nanna Hartmann;Bagsværd Hovedgade 119,1;2880;Bagsværd;84;Region Hovedstaden;5790000153527;44981014
5;80;2089;;EG WinPLC;Havnestadens Lægehus;Kigkurren 8 D,st th;2300;København S;84;Region Hovedstaden;5790000154241;32641856
5;80;2100;;EG Clinea;Lægerne på Bryggen;Kigkurren 8 M,4;2300;København S;84;Region Hovedstaden;5790001989132;32967776
5;80;2127;;EG WinPLC;Lægerne ved Trianglen;Østerbrogade 84 C,1 th;2100;København Ø;84;Region Hovedstaden;5790001988098;35428015
5;80;2186;;CGM XMO;Nanna Kohlbau;Taastrup Hovedgade 107,2 th;2630;Taastrup;84;Region Hovedstaden;5790001989620;43991233
5;80;2208;;CGM XMO;Lægerne i Sundhedshuset Vesterbro;Vesterbrogade 121,5;1620;København V;84;Region Hovedstaden;5790001989712;82132323
5;80;2216;;EG WinPLC;Louise W. Meirup & Marie Angermann;Jagtvej 25,1 tv;2200;København N;84;Region Hovedstaden;5790001989880;35818909
5;80;2224;;NOVAX;Tom Helm Petersen;Østerbrogade 89,1;2100;København Ø;84;Region Hovedstaden;5790002410550;35262739
5;80;2240;;EG WinPLC;Lægehuset Bindeledet 11;Bindeledet 11;2880;Bagsværd;84;Region Hovedstaden;5790001991494;39564793
5;80;2275;;EG Clinea;Ørestadens Lægeklinik;Ørestads Boulevard 61 F,7 tv;2300;København S;84;Region Hovedstaden;5790001992170;32624062
5;80;2283;;EG WinPLC;Lægerne Ørnebjerggård;Ørnebjergvej 5;3650;Ølstykke;84;Region Hovedstaden;5790001992323;47175300
5;80;2313;;CGM XMO;Elena Jakobsen;Hovedgaden 429,1.;2640;Hedehusene;84;Region Hovedstaden;5790001992897;46564040
5;80;2496;;EG Clinea;Morten Holm;Prinsessegade 29 A,3;1422;København K;84;Region Hovedstaden;5790002001437;32541400
5;80;2518;;CGM XMO;Janne Boas Horn-Lassen;Christianshavns Torv 2,5 tv;1410;København K;84;Region Hovedstaden;5790001349653;32571720
5;80;2542;;EG Clinea;Brønshøj Lægecenter;Frederikssundsvej 128 F,st;2700;Brønshøj;84;Region Hovedstaden;5790000140725;38602695
5;80;2550;;EG WinPLC;Steffen Peter Bjerring;Tranevej 25,st;2400;København NV;84;Region Hovedstaden;5790001372675;35816222
5;80;2607;;NOVAX;Jette Vind Jørgensen;Frederikssundsvej 168,1;2700;Brønshøj;84;Region Hovedstaden;5790000134496;38288707
5;80;2615;;EG Clinea;Christina Dyhr Thomsen;Smallegade 46 A,st;2000;Frederiksberg;84;Region Hovedstaden;5790000143146;38872740
5;80;2623;;EG Clinea;Jacqueline Ilievski;Vigerslevvej 2,st;2500;Valby;84;Region Hovedstaden;5790000151707;36166356
5;80;2658;;EG Clinea;Louise Weimann Rasmussen;Roskildevej 162,2;2500;Valby;84;Region Hovedstaden;5790001997588;36705099
5;80;2666;;NOVAX;Lotte Willumsen;Ålsgårdecentret 2,1,-3;3140;Ålsgårde;84;Region Hovedstaden;5790002000089;86160000
5;80;2690;;NOVAX;Birthe Hjelmroth;Ålsgårdecentret 2,1;3140;Ålsgårde;84;Region Hovedstaden;5790002000072;49700077
5;80;2704;;CGM XMO;Dorte Hempel Hjermind;Vangede Bygade 63,1.;2820;Gentofte;84;Region Hovedstaden;5790002000300;39650020
5;80;2739;;EG Clinea;Lotte Schmidt;Prinsessegade 29 A,3;1422;København K;84;Region Hovedstaden;5790002000270;32573666
5;80;2747;;NOVAX;Trine Jeppesen;Amagerbrogade 172,1.;2300;København S;84;Region Hovedstaden;5790000158720;32555016
5;80;2763;;CGM XMO;Klaus Berggren Jacobsen;Ingolfs Allé 2,2. th;2300;København S;84;Region Hovedstaden;5790000131334;32582181
5;80;2801;;NOVAX;Vibeke Thåstrup Jensen;Østerfælled Torv 5,st;2100;København Ø;84;Region Hovedstaden;5790000148677;39201918
5;80;2828;;NOVAX;Marlene Jensen;Smallegade 2,3 th;2000;Frederiksberg;84;Region Hovedstaden;5790002000515;38124180
5;80;2895;;EG Clinea;Lægeklinikken Lygtemagerstien;Lygtemagerstien 16,1. tv;2300;København S;84;Region Hovedstaden;5790000132003;32555502
5;80;2925;;EG Clinea;Lægerne Gibsholm-Madsen;Klampenborgvej 232,2,-15;2800;Kongens Lyngby;84;Region Hovedstaden;5790002001130;45872133
5;80;2933;;EG Clinea;Familielægerne Valby;Gammel Køge Landevej 57,5;2500;Valby;84;Region Hovedstaden;5790001992293;38715152
5;80;2941;;EG WinPLC;Valby Klinik;Toftegårds Allé 30,3;2500;Valby;84;Region Hovedstaden;5790002002830;70606010
5;80;2968;;EG WinPLC;Lægehuset Krumtappen;Krumtappen 4,st tv;2500;Valby;84;Region Hovedstaden;5790002002823;78780001
5;80;2976;;EG WinPLC;Catrine Neble;Lindevangs Alle 6,st;2000;Frederiksberg;84;Region Hovedstaden;5790002003097;38861696
5;80;2984;;NOVAX;Lægerne Bagger og Rosenberg;Præstegårds Allé 5;2700;Brønshøj;84;Region Hovedstaden;5790001384661;38332201
5;80;3077;;CGM XMO;Tore Tveit Knudsen;Amagerbrogade 17,2.;2300;København S;84;Region Hovedstaden;5790000146192;32958550
5;80;3166;;CGM XMO;Lægeklinikken Amagerbro;Amagerfælledvej 12 A,st th;2300;København S;84;Region Hovedstaden;5790002005749;32570500
5;80;3247;;NOVAX;Jarek Kuprowski;Griffenfeldsgade 47,1.;2200;København N;84;Region Hovedstaden;5790000151233;35359069
5;80;3263;;EG WinPLC;Alexandra Lenzberg Bjørn;Jernbanegade 16;3480;Fredensborg;84;Region Hovedstaden;5790002006098;48480020
5;80;3298;;CGM XMO;Christine B. Hilmand;Ordrupvej 80,1.;2920;Charlottenlund;84;Region Hovedstaden;5790002006197;39642768
5;80;3301;;EG WinPLC;Århusgade Lægehus;Århusgade 88,3;2100;København Ø;84;Region Hovedstaden;5790002006555;35382570
5;80;3328;;NOVAX;Engelke Krabbe;Jagtvej 14,1.;2200;København N;84;Region Hovedstaden;5790002415074;35395893
5;80;3336;;CGM XMO;Høje-Taastrup Lægecenter;Dalbergstrøget 3;2630;Taastrup;84;Region Hovedstaden;5790002006531;43711717
5;80;3344;;EG WinPLC;Vedbæk Lægeklinik;Marievej 24,st tv;2950;Vedbæk;84;Region Hovedstaden;5790002006821;45890931
5;80;3379;;EG Clinea;Copenhagen Doctors;Østergade 18,3;1100;København K;84;Region Hovedstaden;5790002007118;32221920
5;80;3417;;NOVAX;Torben Larsen;Amagerbrogade 172,1.;2300;København S;84;Region Hovedstaden;5790002517044;32555016
5;80;3530;;CGM XMO;Sune Trolle Gronemann;Ellegårdsvej 87,st;2820;Gentofte;84;Region Hovedstaden;5790002007514;32221022
5;80;3573;;CGM XMO;Ralph Kauffmann;Vangede Bygade 63,1.;2820;Gentofte;84;Region Hovedstaden;5790001349035;39650020
5;80;3638;;EG WinPLC;Kastruplægerne Rasmussen & Bodholdt;Kastrupvej 326,1. tv;2770;Kastrup;84;Region Hovedstaden;5790002006579;32501177
5;80;3700;;EG Clinea;Lægerne på Horsevænget;Horsevænget 11;2610;Rødovre;84;Region Hovedstaden;5790002006760;36704197
5;80;3719;;EG WinPLC;Familielægerne i Værløse;Bymidten 102 A,1;3500;Værløse;84;Region Hovedstaden;5790001381479;44482888
5;80;3778;;EG WinPLC;Sundpraksis;Indertoften 10,3;2720;Vanløse;84;Region Hovedstaden;5790000141814;38607282
